-432	57	-55
-435	57	-62
-439	56	-61
-439	56	-61
-435	55	-58
-433	54	-62
-419	242	162
-416	242	165
-415	240	162
-416	242	164
-416	242	164
-416	242	164
-419	242	162
-419	243	162
-421	243	162
-416	244	160
-414	239	162
-414	239	162
-415	244	160
-419	243	161
-419	243	161
-419	243	161
-418	238	160
-415	243	164
-419	243	161
-419	243	161
-421	244	159
-419	244	159
-418	245	162
-418	245	162
-420	242	159
-412	243	158
-412	243	158
-416	244	157
-418	245	156
-418	245	156
-418	245	156
-413	247	159
-412	248	157
-412	248	155
-412	248	155
-414	250	156
-418	246	156
-415	248	151
-415	248	151
-414	249	156
-413	248	157
-416	249	156
-416	249	156
-416	250	153
-416	248	153
-416	248	153
-412	247	153
-413	247	156
-413	247	156
-413	247	156
-413	247	151
-414	247	154
-414	247	153
-414	247	153
-411	249	153
-413	249	157
-414	250	157
-414	250	157
-414	250	157
-412	248	154
-412	248	153
-414	248	153
-412	251	153
-412	250	154
-412	250	154
-417	252	152
-415	247	151
-416	250	155
-416	250	155
-412	247	154
-415	247	155
-416	247	154
-416	247	154
-418	247	151
-412	250	154
-414	246	154
-414	246	154
-413	248	154
-416	249	154
-416	249	154
-416	248	155
-417	246	155
-416	246	153
-416	246	153
-412	248	158
-413	247	152
-417	247	152
-417	247	152
-415	244	150
-414	244	151
-415	245	155
-415	245	155
-415	245	155
-416	247	154
-416	248	156
-414	248	156
-415	246	151
-412	246	151
-412	246	151
-412	248	152
-416	247	153
-416	247	153
-416	247	153
-414	246	151
-415	248	151
-413	246	151
-413	246	151
-413	249	152
-415	248	150
-414	249	150
-414	249	150
-416	246	153
-411	246	151
-411	246	151
-413	249	150
-415	248	153
-417	247	150
-417	247	150
-415	249	148
-414	246	152
-414	246	151
-414	246	151
-417	244	150
-417	247	150
-417	244	150
-417	244	150
-418	243	151
-413	243	153
-417	245	152
-417	245	152
-419	245	150
-418	245	153
-418	245	153
-416	241	151
-418	243	150
-418	243	150
-418	243	150
-419	244	150
-423	239	152
-415	241	155
-415	241	155
-416	241	154
-414	241	153
-416	243	154
-416	243	154
-416	243	154
-421	239	156
-421	239	158
-420	237	158
-417	235	157
-420	236	158
-420	236	158
-422	231	160
-422	229	162
-423	228	166
-423	228	166
-421	227	169
-419	231	174
-418	231	178
-418	231	178
-420	229	186
-422	227	191
-420	220	197
-420	220	197
-420	222	203
-422	224	203
-422	224	203
-420	223	204
-420	222	208
-419	223	208
-419	223	208
-415	221	210
-415	219	215
-420	216	220
-420	216	220
-423	215	221
-422	210	223
-420	208	220
-420	208	220
-422	208	222
-422	208	224
-422	203	222
-427	203	222
-427	203	222
-427	200	220
-427	200	220
-424	197	221
-428	194	216
-428	194	216
-428	194	216
-434	194	211
-431	192	210
-427	188	215
-427	188	215
-431	186	211
-433	180	212
-436	178	216
-436	178	216
-438	175	215
-436	170	215
-436	170	215
-432	171	218
-434	175	219
-437	178	219
-437	178	219
-438	175	221
-434	172	222
-432	168	225
-432	168	225
-435	171	223
-434	169	223
-441	170	220
-441	170	220
-438	168	218
-435	170	219
-433	168	221
-433	168	221
-433	170	222
-437	168	224
-437	168	224
-436	163	230
-436	158	237
-435	156	238
-435	156	238
